utterance,speaker,context,context_speakers,show,sarcasm
What is the matter with your face?!,MONICA,"[""Let's try a look .. of far off .. wonderment. Okay, we'll-we'll gaze into our future and we'll think about our marriage and the days to come. Chandler!""]",['MONICA'],FRIENDS,False
It would be nice to have a little guarantee though.,RACHEL,"['Definitely!', ""Yeah, I'm pretty confident about that. That's what makes it so easy for me to be 80% happy for Monica and Chandler!""]","['PHOEBE', 'RACHEL']",FRIENDS,True
Then we went to this bar and he hooked us up with all these women!,PERSON,"['Hi Tag! Hey, so did you have fun with uh, with Joey last night?', ""Oh yeah! We went to the Knicks game. Ohh that's nice.""]","['RACHEL', 'PERSON']",FRIENDS,False
I've never loved anybody as much as I love you.,MONICA,"['You roll another hard eight and we get married here tonight.', 'Are you serious?!', 'Yes! I love you!']","['CHANDLER', 'MONICA', 'CHANDLER']",FRIENDS,False
"No just, nobody press on my stomach.",JOEY,"[""Well Joey, we're all .. we're all very proud of you."", 'Yes, I believe we can expect a call from the President any moment now.', 'Is there anything we can do for you?']","['MONICA', 'CHANDLER', 'PHOEBE']",FRIENDS,False
"Umm, would you please excuse me for a moment?",ROSS,"[""I need to talk to you, it's pretty urgent. It's about Monica and Chandler."", 'Oh my God! Of course, of course.']","['PHOEBE', 'ROSS']",FRIENDS,False
No.,RACHEL,"[""Okay, I can't imagine, I can't imagine my life without you. Without, without these arms, and your face, and this heart. Your good heart Rach, and, and....""]",['ROSS'],FRIENDS,False
Am I out of control?,MONICA,"[""Uh, belt's to tight, gotta change the belt. Did I turn the fish? No, cause I made lasagne.""]",['MONICA'],FRIENDS,False
If you wanna put a label on it.,ROSS,"[""That's funny. Who are they?"", 'The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.', ""You mean they're lovers.""]","['PERSON', 'ROSS', 'PERSON']",FRIENDS,True
But I'm the host!,JOEY,"['This will be your phone.', ""That's great. But uh, I'm not really expecting a lot of calls."", 'No you answer it and take pledges.']","['PERSON', 'JOEY', 'PERSON']",FRIENDS,False
I can see it from right here. It'll cost you one husband.,CHANDLER,"['Oh wait! Stop! Stop! Stop!', ""Oh I'm sorry! Do you need a break?"", 'My boots in tan! Hey! Can you get a little closer so I can see the price?']","['MONICA', 'CHANDLER', 'MONICA']",FRIENDS,True
"Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!",MONICA,"['Do you know what just happened?', 'Yeah. We-we had sex and then we fell asleep.', 'No. We were in the middle of sex .. and']","['CHANDLER', 'MONICA', 'CHANDLER']",FRIENDS,True
"Seriously, it's moving!",RACHEL,"[""Hey you guys I'm gonna go out and take a walk."", 'Phoebe, why is your bag moving?', ""Oh, it's not!""]","['PHOEBE', 'ROSS', 'PHOEBE']",FRIENDS,False
"Carol called me to thank me for the lasagna, I asked, she told me.",MONICA,"[""I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows.... And Monica knows…"", ""Wha, heh, how could you know, I don't even know!""]","['RACHEL', 'ROSS']",FRIENDS,False
"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",JOEY,"['Hey. What, what are you doing here?', 'Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental. Yeah, oh, but oh...']","['JOEY', 'PHOEBE']",FRIENDS,False
"No, no, no, it's flattery.",ROSS,"[""Aren't you with that girl over there?"", ""Well, yeah, kinda. Um, but that's okay, see we have an understanding, um, see we each have this list of five famous people, so I'm allowed to sleep with you.""]","['PERSON', 'ROSS']",FRIENDS,False
"Yeah, she couldn't live without the Chan Love.",CHANDLER,"['Hey Pheebs!', 'Ohh! You made up!', ""Yeah, I couldn't be mad at him for too long.""]","['CHANDLER', 'PHOEBE', 'MONICA']",FRIENDS,False
No Blanche she is upset because they keep changing the taste of coke.,DOROTHY,"['Honey you alright?', ""I'll be fine"", 'Is this about Arnie?']","['DOROTHY', 'ROSE', 'BLANCHE']",GOLDENGIRLS,True
"No Rose, she is depressed because Marvel had manners on only once a week",DOROTHY,"['Now PERSON is depressed Rose.', 'Do you think she is depressed about Rebecca']","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
"No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.",DOROTHY,"[""They are ain't here yet"", 'No, but they should be any minute', 'You seem a little nervous.', ""Oh you're sure I am"", ""Are you nervous cause you haven't met Michael's fiancee?""]","['BLANCHE', 'DOROTHY', 'ROSE', 'DOROTHY', 'ROSE']",GOLDENGIRLS,True
"Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",DOROTHY,['Have you found her?'],['BLANCHE'],GOLDENGIRLS,True
"I don't know Rose, maybe Marry Poppins has an Italian cousin.",DOROTHY,"[""Isn't she happy here?"", 'I think she will be happy with Gloria', 'What about us? Whose gonna keep after us. Make us linguini and tell us story about Cicily.']","['ROSE', 'DOROTHY', 'ROSE']",GOLDENGIRLS,True
On the home shopping network,DOROTHY,"['We clinked at the glasses, Stan gave me a toy smile and I winked at him', 'And then I gulped down the champaigne in one go', ""And it didn't go sdown smoothly"", 'Later Stan told me that he put my engagement ring in the bottom of the glass', 'It turned up three days later.', 'Where did it turn up Dorothy?']","['DOROTHY', 'DOROTHY', 'DOROTHY', 'DOROTHY', 'DOROTHY', 'ROSE']",GOLDENGIRLS,True
No I am upset because crocodin turbs are wearing darker colors.,DOROTHY,"['I am not talking to you', ""I guess you are still upset with me about last night aren't you?""]","['DOROTHY', 'BLANCHE']",GOLDENGIRLS,True
The liberarche marquee at Caesar's palace,DOROTHY,"['Whop, it is really coming down.', 'Whats coming down?']","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
"No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.",DOROTHY,"['Its Miami in June, only cats are wearing fur!', 'You going out?']","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
"No, its because I cannot make any sense of those commercials for obsession.",DOROTHY,"[""Sorry I snapped at your Rose. It's just that I am upset, I am very upset."", 'Is it because you threw Michael out?']","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
"No, I am depressed becaues Phillis George left the morning news.",DOROTHY,['Are you depressed about Glen?'],['ROSE'],GOLDENGIRLS,True
"No Blanche, with a venus fly trap",DOROTHY,"[""Morning everybody, Rose honey I hope you don't mind, I borrowed your golf club, I have a date to play this morning."", 'With a man?']","['DOROTHY', 'BLANCHE']",GOLDENGIRLS,True
"No Rose, go to the corner and open a stand",DOROTHY,['Shall I set this down someplace?'],['ROSE'],GOLDENGIRLS,True
Lords of Arabia,DOROTHY,"['Well ofcourse Blanche , they did it in that movie.', 'What movie?']","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
No I am worried she might be Phir Resuda's,DOROTHY,"['Just keep thinking about Ma and whose mother she really is.', ""You worried she might be Gina's?""]","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
"Oh ma no, it was a little girl selling girl scout toilets.",DOROTHY,"['Oh fine we will!', 'Is that Paolo?']","['DOROTHY', 'SOPHIA']",GOLDENGIRLS,True
"No, I haven't taken her out of the trunk of the car yet.",DOROTHY,"['Sophia was discharged, is she here?']",['PERSON'],GOLDENGIRLS,True
"Rose, you should sit here and watch her hack herself to death",DOROTHY,"['ma I think you should sit down', 'Dorothy, should I get Sophia a glass of water?']","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
"Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.",DOROTHY,"['Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old.', 'Are you referring to me?']","['DOROTHY', 'SOPHIA']",GOLDENGIRLS,True
"How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?",DOROTHY,"['We thought you might like to join us for dinner?', 'I get the feeling Dorothy that you might be a little mad at me. Why is that?']","['DOROTHY', 'SOPHIA']",GOLDENGIRLS,False
"No Rose, at a pie eating contest.",DOROTHY,"['Oh I am so nervous. Have you ever given an eulogy?', 'You mean at a funeral?']","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
To feed the cat Rose.,DOROTHY,"['Your kidney?', 'My kidney.', 'Why would she need a kidney?']","['DOROTHY', 'BLANCHE', 'ROSE']",GOLDENGIRLS,True
Show them your slides of Hawaii,DOROTHY,"['Wait donÕt leave me, what will I do if they come back?']",['ROSE'],GOLDENGIRLS,True
No I am upset because Joe Piscapo didn't get the lead role in rain man.,DOROTHY,"['No rose.', ""Are you upset because Blanche is going to sell the house and we can't live together.""]","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
A bucket of chicked. I hope you like it extra flat and crispy,DOROTHY,"['We brought dinner.', 'What you get?']","['ROSE', 'SOPHIA']",GOLDENGIRLS,True
It's a musical Rose,DOROTHY,['What kind of a movie is this Dorothy?'],['ROSE'],GOLDENGIRLS,True
I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man.,DOROTHY,['Still worried about the money you owe the government?'],['BLANCHE'],GOLDENGIRLS,True
His cappucino maker.,DOROTHY,"['The only thing we have in common is under the sheets', 'Whats under the sheets?']","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
"No, she I supset because Jimmy Swaager can't cover his motel bill",DOROTHY,"['But I am still upset.', ""Are you upset because you don't know what to do about Al?""]","['ROSE', 'BLANCHE']",GOLDENGIRLS,True
No itÕs the rose in the kitchen thing.,DOROTHY,"['She is miserable.', 'Just to keep me upto speed Dorothy, it is this negligent arson that prospect of spending the rest of her wiening years in jail thing right?']","['DOROTHY', 'ROSE']",GOLDENGIRLS,True
"In what Blanche, dog years?",DOROTHY,"['Was there ever any doubt?', ""Momentarily. This is strictly off the record, but Dirk's nearly five years younger that I.""]","['DOROTHY', 'BLANCHE']",GOLDENGIRLS,True
"I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her.",ROSE,"[""You what the joke going around teacher's lounge was today Ma? Me"", 'I know this joke', ""Everybody heard on the radio that some anonymous Ma was complaining that her dependent daughter Dorothy doesn't have a life of her own."", 'What you think of the only grey head substitute teacher named Dorothy wasting her life away in Miami?']","['DOROTHY', 'SOPHIA', 'DOROTHY', 'SOPHIA']",GOLDENGIRLS,True
Because it wears a little sunbrella Rose.,DOROTHY,"['It is not a fly Rose', 'Spanish fly is not a fly?', ""No, it's a beetle."", 'They call it a fly but its really a beetle?', 'Yes', 'How did they know its Spanish?']","['DOROTHY', 'ROSE', 'DOROTHY', 'ROSE', 'DOROTHY', 'ROSE']",GOLDENGIRLS,True
What was I doing? My ben gazara in person?,DOROTHY,"['Probably just misses her mother.', 'It needs to hear a feminine voice.']","['SOPHIA', 'SOPHIA']",GOLDENGIRLS,True
What are these? Claws?,DOROTHY,"['Oh Dorothy would please open this jar of nuts for me?', ""You couldn't get it open?"", ""Oh I didn't try. I don't wanna risk cracking a nail.""]","['BLANCHE', 'DOROTHY', 'BLANCHE']",GOLDENGIRLS,True
"The little man who lives in there, who turns the light on and off will tell you.",DOROTHY,['How would I know if they fog up?'],['ROSE'],GOLDENGIRLS,True
"No Rose, I am developing pictures from the magellan space probe",DOROTHY,"['Hi Dorothy, cooking?']",['ROSE'],GOLDENGIRLS,True
"No Rose, it stands alone.",DOROTHY,"['What are you seeing?', 'Nightmare on Elm Street 4', 'Do you have to see 1, 2 and 3 to appreciate it?']","['PERSON', 'BLANCHE', 'ROSE']",GOLDENGIRLS,True
A hand puppet Rose.,DOROTHY,"['So you have replaced me.', 'With what?']","['PERSON', 'ROSE']",GOLDENGIRLS,True
"No Rose, that you should do.",DOROTHY,"['No more ice-skating', 'And I am not gonna go Niagra falls in a barrel.']","['ROSE', 'ROSE']",GOLDENGIRLS,True
Amazing.,MEMBER-GIRL,['Hello everybody! How was your week?'],['MODERATOR'],SARCASMOHOLICS,True
Nooo,MEMBER-GIRL,"['Well we have a new member of Sarcasmoholics Anonymous this week', 'Perhaps you would like to introduce yourself?', 'Hi everybody, my name is Scott and I am a sarcasmholic.']","['MODERATOR', 'MODERATOR', 'SCOTT']",SARCASMOHOLICS,True
Well scott I am sure we are all really really looking forward to hear your story.,MODERATOR,['I finally got to admit it to myself. I have got a sarcasm problem.'],['SCOTT'],SARCASMOHOLICS,True
Sarcasm? Noo.,MODERATOR,"['Sorry, was that sarcasm?']",['SCOTT'],SARCASMOHOLICS,True
"No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health",MODERATOR,['Sarcasmholic yourself?'],['SCOTT'],SARCASMOHOLICS,True
Really?,MEMBER-GIRL,"[""He doesn't need to be sarcastic. I mean, that was sarcasm wasn't it?""]",['SCOTT'],SARCASMOHOLICS,True
Sarcasm? At a sarcasmoholics meeting?,MEMBER-GIRL,['Alright! Definitely!'],['SCOTT'],SARCASMOHOLICS,True
You got off to a really good start with the group.,MEMBER-BOY,"['It was being sarcastic, alright I see I see', ""I didn't realise the sarcasm was going to be so full on. I ll just stand back and start again"", ""Oh, we wouldn't bother.""]","['SCOTT', 'SCOTT', 'MEMBER-BOY']",SARCASMOHOLICS,True
We thought you were just here for the company. He is a sarcasmoholic Stewart.,MEMBER-GIRL,"[""My name's Scott and I am a sarcasmholic."", 'Nooo.']","['SCOTT', 'MEMBER-GIRL']",SARCASMOHOLICS,True
Noooo. Really?,MEMBER-BOY,['I am having a bit of trouble telling when people are sarcastic.'],['SCOTT'],SARCASMOHOLICS,True
Nooo!,MODERATOR,['It was quite hard .. Was just being sarcastic!'],['SCOTT'],SARCASMOHOLICS,True
Sarcastic? Us? Nooo.,MODERATOR,['No seriouslty.'],['SCOTT'],SARCASMOHOLICS,True
And I am sure every person here really really wants you to join our group.,MODERATOR,"['Scott scott come back. You have to realize that we are a bunch of people with severe problems.', 'We have been trying to help ourselves, just like you have been trying to help yourself.', ""That's why we need to help each other."", 'I mean, you seem like a decent guy.']","['MODERATOR', 'MODERATOR', 'MODERATOR', 'MODERATOR']",SARCASMOHOLICS,True
Noo..,MODERATOR,['[nodding] - Was that sarcasm?'],['SCOTT'],SARCASMOHOLICS,True
"You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",CHANDLER,"[""And the boots don't really go with it.""]",['MONICA'],FRIENDS,True
"Oh I am sorry, do you need a break?",CHANDLER,['Oh wait stop! Stop! Stop!'],['MONICA'],FRIENDS,True
I can see it from right here. It'll cost you one husband.,CHANDLER,['Can you give me a closer look so that I can see the price?'],['MONICA'],FRIENDS,True
Well why don't you check in one of my saddle bags while I chew on a bale of hay.,CHANDLER,"['I am sorry I think I can walk the rest of the way now just give me my boots.', ""I don't have your boots"", ""Well I don't have them either, where are they?""]","['MONICA', 'CHANDLER', 'MONICA']",FRIENDS,True
"Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!",CHANDLER,"['Hi Ben, and uh ..', 'I said ""a little bit"" Ross.']","['ROSS', 'JOEY']",FRIENDS,True
"Let me think! Let me think! Oh, I don't care.",CHANDLER,['The wheel or pick a Google card.'],['JOEY'],FRIENDS,True
The British are coming?,CHANDLER,"['Hey you guys, guess what?']",['PHOEBE'],FRIENDS,True
Oh my God I love that! - Really? - NO!,MONICA,['I want to show you something too. You know those big road signs that say Merge? So I was thinking that we could get one fo those signs and hang it over the bed. Because its you and I together - Merge!'],['CHANDLER'],FRIENDS,True
